gemma2-9b-it ; 0.510360717773437500, 0.367446899414062500, 0.051879882812500000,  ,  23.763 
gemma2-9b-it ; 0.592544555664062500, 0.405456542968750000, 0.081039428710937500,  ,  25.056 
gemma2-9b-it ; 0.523651123046875000, 0.369735717773437500, 0.057373046875000000,  ,  23.837 
gemma2-9b-it ; 0.611846923828125000, 0.429077148437500000, 0.077148437500000000,  ,  25.159 
gemma2-9b-it ; 0.501419067382812500, 0.352218627929687500, 0.053314208984375000,  ,  24.672 
gemma2-9b-it ; 0.408523559570312500, 0.317291259765625000, 0.012512207031250000,  ,  22.825 
gemma2-9b-it ; 0.355590820312500000, 0.285751342773437500, 0.001922607421875000,  ,  21.621 
gemma2-9b-it ; 0.371093750000000000, 0.297073364257812500, 0.002029418945312500,  ,  21.911 
gemma2-9b-it ; 0.352447509765625000, 0.262924194335937500, 0.002456665039062500,  ,  27.405 
gemma2-9b-it ; 0.371322631835937500, 0.297912597656250000, 0.002014160156250000,  ,  22.149 
gemma2-9b-it ; 0.370025634765625000, 0.296722412109375000, 0.002014160156250000,  ,  22.084 
gemma2-9b-it ; 0.369171142578125000, 0.295852661132812500, 0.002014160156250000,  ,  22.115 
gemma2-9b-it ; 0.368057250976562500, 0.294662475585937500, 0.002014160156250000,  ,  22.091 
gemma2-9b-it ; 0.368011474609375000, 0.294525146484375000, 0.002029418945312500,  ,  22.031 
gemma2-9b-it ; 0.359909057617187500, 0.266189575195312500, 0.002563476562500000,  ,  28.398 
gemma2-9b-it ; 0.348526000976562500, 0.255340576171875000, 0.002563476562500000,  ,  28.301 
gemma2-9b-it ; 0.351913452148437500, 0.272064208984375000, 0.002197265625000000,  ,  24.262 
gemma2-9b-it ; 0.368988037109375000, 0.285125732421875000, 0.002288818359375000,  ,  24.139 
gemma2-9b-it ; 0.355758666992187500, 0.275833129882812500, 0.002197265625000000,  ,  24.311 
gemma2-9b-it ; 0.529342651367187500, 0.382369995117187500, 0.047454833984375000,  ,  26.69 
gemma2-9b-it ; 0.591201782226562500, 0.377090454101562500, 0.107696533203125000,  ,  24.926 
gemma2-9b-it ; 0.584823608398437500, 0.379119873046875000, 0.099319458007812500,  ,  24.934 
gemma2-9b-it ; 0.513931274414062500, 0.350296020507812500, 0.066268920898437500,  ,  25.134 
gemma2-9b-it ; 0.589004516601562500, 0.375457763671875000, 0.094940185546875000,  ,  27.78 
