codeium ; 0.613098144531250000, 0.479751586914062500, 0.003753662109375000,  ,  40.448 
codeium ; 0.541809082031250000, 0.440765380859375000, 0.002838134765625000,  ,  31.437 
codeium ; 0.541717529296875000, 0.440628051757812500, 0.002838134765625000,  ,  31.495 
codeium ; 0.544952392578125000, 0.444396972656250000, 0.002838134765625000,  ,  31.646 
codeium ; 0.540832519531250000, 0.439025878906250000, 0.002838134765625000,  ,  31.261 
codeium ; 0.551712036132812500, 0.449951171875000000, 0.002838134765625000,  ,  30.885 
codeium ; 0.522628784179687500, 0.408187866210937500, 0.003204345703125000,  ,  35.099 
codeium ; 0.508544921875000000, 0.382003784179687500, 0.003570556640625000,  ,  39.409 
codeium ; 0.534210205078125000, 0.422866821289062500, 0.003112792968750000,  ,  34.108 
codeium ; 0.553634643554687500, 0.448944091796875000, 0.002929687500000000,  ,  32.043 
codeium ; 0.549804687500000000, 0.448989868164062500, 0.002838134765625000,  ,  30.78 
codeium ; 0.547348022460937500, 0.446289062500000000, 0.002838134765625000,  ,  31.159 
codeium ; 0.550796508789062500, 0.449783325195312500, 0.002838134765625000,  ,  31.068 
codeium ; 0.564178466796875000, 0.460052490234375000, 0.002929687500000000,  ,  31.503 
codeium ; 0.538452148437500000, 0.441009521484375000, 0.002746582031250000,  ,  30.773 
codeium ; 0.555633544921875000, 0.454666137695312500, 0.002838134765625000,  ,  30.646 
codeium ; 0.548583984375000000, 0.447692871093750000, 0.002838134765625000,  ,  30.906 
codeium ; 0.530868530273437500, 0.403625488281250000, 0.003570556640625000,  ,  39.448 
codeium ; 0.522735595703125000, 0.395477294921875000, 0.003570556640625000,  ,  39.257 
codeium ; 0.523971557617187500, 0.393295288085937500, 0.003662109375000000,  ,  39.385 
codeium ; 0.533340454101562500, 0.425003051757812500, 0.003021240234375000,  ,  33.219 
codeium ; 0.511291503906250000, 0.384338378906250000, 0.003570556640625000,  ,  39.599 
codeium ; 0.505020141601562500, 0.377822875976562500, 0.003570556640625000,  ,  39.163 
codeium ; 0.551651000976562500, 0.439575195312500000, 0.003112792968750000,  ,  33.533 
codeium ; 0.510604858398437500, 0.383514404296875000, 0.003570556640625000,  ,  39.209 
codeium ; 0.523498535156250000, 0.392730712890625000, 0.003662109375000000,  ,  40.081 
codeium ; 0.701141357421875000, 0.561920166015625000, 0.003753662109375000,  ,  40.88 
codeium ; 0.775802612304687500, 0.650543212890625000, 0.003295898437500000,  ,  36.363 
codeium ; 0.641418457031250000, 0.512466430664062500, 0.003570556640625000,  ,  39.3 
codeium ; 0.552017211914062500, 0.449813842773437500, 0.002838134765625000,  ,  30.999 
codeium ; 0.552932739257812500, 0.450759887695312500, 0.002838134765625000,  ,  30.938 
codeium ; 0.552230834960937500, 0.449996948242187500, 0.002838134765625000,  ,  31.118 
codeium ; 0.551483154296875000, 0.449478149414062500, 0.002838134765625000,  ,  31.082 
codeium ; 0.550064086914062500, 0.447616577148437500, 0.002838134765625000,  ,  30.838 
codeium ; 0.561767578125000000, 0.458602905273437500, 0.002838134765625000,  ,  31.403 
codeium ; 0.551864624023437500, 0.449356079101562500, 0.002838134765625000,  ,  31.056 
codeium ; 0.548965454101562500, 0.446701049804687500, 0.002838134765625000,  ,  30.857 
codeium ; 0.550827026367187500, 0.448455810546875000, 0.002838134765625000,  ,  30.771 
codeium ; 0.551086425781250000, 0.448745727539062500, 0.002838134765625000,  ,  30.961 
codeium ; 0.509719848632812500, 0.391708374023437500, 0.003295898437500000,  ,  36.696 
codeium ; 0.511657714843750000, 0.384216308593750000, 0.003570556640625000,  ,  39.226 
codeium ; 0.548919677734375000, 0.440216064453125000, 0.003021240234375000,  ,  32.867 
codeium ; 0.542343139648437500, 0.433654785156250000, 0.003021240234375000,  ,  32.583 
codeium ; 0.529022216796875000, 0.427169799804687500, 0.002838134765625000,  ,  31.69 
codeium ; 0.542510986328125000, 0.437255859375000000, 0.002929687500000000,  ,  31.661 
codeium ; 0.543502807617187500, 0.437988281250000000, 0.002929687500000000,  ,  31.846 
codeium ; 0.529785156250000000, 0.427917480468750000, 0.002838134765625000,  ,  31.875 
codeium ; 0.543685913085937500, 0.438171386718750000, 0.002929687500000000,  ,  31.802 
codeium ; 0.540130615234375000, 0.434799194335937500, 0.002929687500000000,  ,  32.047 
codeium ; 1.066635131835937500, 0.887390136718750000, 0.004577636718750000,  ,  50.412 
codeium ; 1.224288940429687500, 0.983627319335937500, 0.067977905273437500,  ,  42.672 
codeium ; 0.987731933593750000, 0.680435180664062500, 0.140777587890625000,  ,  38.886 
codeium ; 0.819824218750000000, 0.567932128906250000, 0.106674194335937500,  ,  36.451 
codeium ; 0.791824340820312500, 0.560577392578125000, 0.093078613281250000,  ,  34.507 
codeium ; 0.768341064453125000, 0.565322875976562500, 0.060760498046875000,  ,  39.597 
codeium ; 1.010543823242187500, 0.872451782226562500, 0.014144897460937500,  ,  35.86 
codeium ; 0.893875122070312500, 0.776336669921875000, 0.003112792968750000,  ,  34.63 
codeium ; 1.010650634765625000, 0.867538452148437500, 0.003845214843750000,  ,  41.347 
codeium ; 0.961196899414062500, 0.839035034179687500, 0.003204345703125000,  ,  35.413 
codeium ; 0.872329711914062500, 0.758743286132812500, 0.003021240234375000,  ,  32.882 
codeium ; 1.161804199218750000, 1.007690429687500000, 0.003936767578125000,  ,  43.461 
codeium ; 0.876800537109375000, 0.623672485351562500, 0.101242065429687500,  ,  37.639 
codeium ; 0.724792480468750000, 0.535598754882812500, 0.043533325195312500,  ,  41.146 
codeium ; 0.806579589843750000, 0.548065185546875000, 0.116592407226562500,  ,  35.333 
codeium ; 0.762084960937500000, 0.526382446289062500, 0.092422485351562500,  ,  37.184 
codeium ; 0.824142456054687500, 0.560897827148437500, 0.109100341796875000,  ,  37.915 
codeium ; 0.802322387695312500, 0.549026489257812500, 0.109893798828125000,  ,  35.62 
codeium ; 0.790008544921875000, 0.534423828125000000, 0.119033813476562500,  ,  34.955 
